claim_id,batch,source_id,claim_type,formal_status,model,mathlib_area,preconditions,formal_statement,label
shor-quantum-polynomial-dlp-001,B09,shor-1997,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,Shor gives efficient randomized quantum algorithms for integer factoring and discrete logarithms whose step counts are polynomial in the input length.
pollard-finite-field-limitation-006,B01,pollard-1978,,informal_only,plain,(unassigned),,,"Pollard states that translation to arbitrary finite fields was expected to be straightforward, but reports no experiments for that extension."
sec2-security-estimate-002,B01,sec2-v2,,informal_only,plain,(complexity: needs explicit cost model),,,"SEC 2 states the historical rule of thumb that an Fp curve with field size near 2^(2t) supplies approximately t bits of security, corresponding to a believed attack cost near 2^t operations."
shoup-pollard-generic-004,B01,shoup-1997,,informal_only,generic_group,(unassigned),generic_group_model,"In the generic group model over a group of prime order p, any algorithm solving DLP with constant success probability performs Omega(sqrt(p)) group operations.",Shoup classifies Pollard's discrete-log algorithm as generic and notes that its efficiency analysis relies on the heuristic that its encoding-dependent iteration behaves like a random mapping.
teske-constant-speedup-004,B01,teske-2001,,informal_only,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"Improving the walk to random-case behavior makes prime-order Pollard rho about 20% faster than the previous walk, a constant-factor improvement."
teske-pollard-walk-worse-001,B01,teske-2001,,informal_only,plain,(unassigned),,,The three-rule walk originally suggested by Pollard does not match the random-mapping assumption and performs worse than the ideal random case.
teske-r-adding-walks-002,B01,teske-2001,,informal_only,plain,(unassigned),,,"Teske introduces r-adding walks with more iteration rules; for suitable fixed r, such as r≥16, their observed performance is almost indistinguishable from a random mapping."
amadori-small_experiments-006,B02,amadori-pintore-sala-2018,,informal_only,plain,(unassigned),,,"The reported experiments use prime fields of only 11 to 22 bits and decomposition constants m=3,4,5; they provide heuristic support for the relative cost assumption, not cryptographic-scale evidence."
diem2013-subexp-range-002,B02,diem-2013,,informal_only,plain,(complexity: needs explicit cost model),,,"If n→∞ and n/(log q)^2→0, the ECDLP over F(q^n) is solvable in expected subexponential time (q^n)^{o(1)}."
gaudry-extension-field-006,B02,gaudry-2009,,informal_only,plain,(unassigned),,,"For fixed n≥2, the method yields a heuristic Õ(q^(2-2/n)) algorithm for elliptic curves over F(q^n)."
gaudry-factor-base-size-002,B02,gaudry-2009,,informal_only,plain,(unassigned),,,"The factor base is constructed as a curve obtained by intersecting the n-dimensional abelian variety with n-1 hyperplanes, yielding about q rational points under the stated heuristic regularity assumptions."
gaudry-fq3-007,B02,gaudry-2009,,informal_only,plain,(complexity: needs explicit cost model),,,"A highlighted case is E/F(q^3), for which the heuristic complexity is Õ(q^(4/3)), improving on Pollard's Õ(q^(3/2)) for that extension-field family."
gaudry-large-prime-complexity-005,B02,gaudry-2009,,informal_only,plain,(complexity: needs explicit cost model),ideal_large_prime_combinatorics,,"Using a double-large-prime strategy, the framework gives a heuristic running time of Õ(q^(2-2/n)) for fixed-dimensional abelian varieties."
semaev-conditional-complexity-005,B02,semaev-2004,,informal_only,plain,(unassigned),bounded_solver_fast,,"If one bounded solution costs t(p,n), the proposed ECDLP cost is estimated as essentially t(p,n)*p^(1/n+δ)+p^(2/n+2δ), and for n≥5 this could be below Pollard's p^(1/2) bound for some solver costs."
survey-no-consensus-007,B02,galbraith-gaudry-2015,,informal_only,plain,(unassigned),,,The survey reports no consensus on whether a general subexponential ECDLP algorithm exists even in characteristic two.
survey-unrolling-conjecture-005,B02,galbraith-gaudry-2015,,informal_only,plain,(complexity: needs explicit cost model),,,"Experimental improvements from unrolling do not, in the survey authors' judgment, establish the claimed subexponential complexity."
fghr-dihedral-reduction-004,B03,fghr-2014,,informal_only,plain,(unassigned),,,"For the targeted torsion-compatible representations, the dihedral Coxeter action reduces the solution degree by approximately 2^(n-1)*n!, beyond the ordinary symmetric-group reduction."
fghr-experimental-speedup-005,B03,fghr-2014,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Experiments for extension degrees 4, 5, and 6 show large reductions in Gröbner/FGLM cost, including previously intractable degree-five decompositions becoming computable."
fghr-main-complexity-002,B03,fghr-2014,,informal_only,plain,(complexity: needs explicit cost model),,,Theorem 1.1 gives proven and heuristic PDP complexity bounds in which the FGLM term is exponentially reduced by exploiting the curve symmetries.
fghr-security-estimates-006,B03,fghr-2014,,informal_only,generic_group,(unassigned),generic_group_model,,The paper estimates some n=4 and n=5 special-curve ECDLP instances to be cheaper than generic algorithms when symmetry-aware index calculus is used.
fghr-symmetric-group-003,B03,fghr-2014,,informal_only,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"Rewriting in elementary symmetric invariants removes ordering redundancy; the ideal degree is reduced by n!, reducing the FGLM complexity by (n!)^omega heuristically or (n!)^3 under the classical bound."
fhjrv-ipsec-relation-006,B03,fhjrv-2014,,informal_only,plain,(unassigned),,,"For an IPSEC binary curve over F((2^31)^5), one relation is estimated at about 5.5 hours using the torsion-aware symmetrized polynomial, compared with an earlier estimate of roughly 37 years."
fppr2012-ecdlp-bound-005,B03,faugere-perret-petit-renault-2012,,informal_only,generic_group,(complexity: needs explicit cost model),generic_group_model,,"Under Assumption 1, the resulting ECDLP algorithm over F(2^n) has estimated time O(2^(omega*t)) with t approximately n/2, which is close to or worse in exponent constant than generic Pollard rho."
fppr2012-gb-gap-007,B03,faugere-perret-petit-renault-2012,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Actual Gröbner-basis experiments were far below the conservative linearization estimate and suggested a possible factor-m improvement in the exponent, but no theoretical evidence was provided."
fppr2012-open-f4-008,B03,faugere-perret-petit-renault-2012,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,The paper concludes that exploiting the identified structure directly inside F4/F5 remains open and might be necessary for any future subexponential improvement.
fppr2012-small-experiments-006,B03,faugere-perret-petit-renault-2012,,informal_only,plain,(unassigned),,,"The rank assumption was tested on small systems with prime n below 40 and m up to 4, where sampled matrices showed approximately 100% success."
fppr2012-submacaulay-bound-004,B03,faugere-perret-petit-renault-2012,,informal_only,plain,(complexity: needs explicit cost model),rank_independence,,"Under Assumption 1 and the asymptotic parameter choice in Lemma 2, Problem 2 is estimated to require time O(2^(omega*tau)) and memory O(2^(2*tau)), with tau approximately n/2."
gg2014-m4-feasible-005,B03,galbraith-gebregiyorgis-2014,,informal_only,plain,(unassigned),,,"The invariant-coordinate formulation made m=4 experiments substantially more feasible than previous variable choices, with observed degree of regularity far below the m^2+1 heuristic bound."
gg2014-symmetry-breaking-002,B03,galbraith-gebregiyorgis-2014,,informal_only,plain,(unassigned),,,"Using distinct affine translates of a vector-space factor base breaks permutation symmetry and increases relation probability by approximately m!, at a net estimated speedup near (m-1)! after accounting for more relations."
ky2015-ffd-variable-blindness-007,B03,kosters-yeo-2015,,informal_only,plain,(complexity: needs explicit cost model),,,The authors argue that first-fall-degree heuristics ignore the number of variables and can misleadingly predict polynomial time even for an NP-complete summation-polynomial evaluation problem.
mm2017-complexities-006,B03,mcguire-mueller-2017,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The paper estimates the APS-style Gröbner algorithm as O(p^(omega-omega/m)), Algorithm 3.1 as O(p log^2 p), and Algorithm 4.1 as O(p) for small fixed m."
pq2012-block-gb-bound-004,B03,petit-quisquater-2012,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"Under Assumption 1, standard Gröbner solving is estimated as O(n^(omega*D)), while exploiting block structure gives O((n')^(omega*D)), with D approximately m*t."
pq2012-crossover-007,B03,petit-quisquater-2012,,informal_only,generic_group,(unassigned),generic_group_model,,The paper's heuristic estimates place the crossover with generic methods near n=2000 and state that contemporary n≈160 binary curves are not immediately threatened.
pq2012-evidence-limit-008,B03,petit-quisquater-2012,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The ECDLP-specific Gröbner experiments use very small extension degrees, notably n=11 and 17 with m=2 or 3, and the authors explicitly leave further validation of the heuristic assumptions to future work."
pq2012-hfe-generalization-001,B03,petit-quisquater-2012,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,Polynomial systems produced by Weil descent are presented as a generalization of HFE systems and experimentally appear to have degree of regularity only slightly above the original equation degrees.
pq2012-semaev-assumption-005,B03,petit-quisquater-2012,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,Assumption 2 extends the first-fall-degree heuristic from random descended polynomials to systems generated from Semaev summation polynomials.
pq2012-subexponential-006,B03,petit-quisquater-2012,,informal_only,plain,(complexity: needs explicit cost model),,,"Under Assumption 2, ECDLP over F(2^n) is estimated to be solvable in time O(2^(c*n^(2/3)*log n)), with c=2*omega/3."
semaev2015-asymptotic-005,B03,semaev-2015,,informal_only,plain,(complexity: needs explicit cost model),,,"Under Assumption 1, the paper derives a heuristic ECDLP complexity of approximately 2^(c*sqrt(n*ln n)), with c≈1.69."
semaev2015-fips-006,B03,semaev-2015,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,The paper's concrete estimates claim that selected FIPS binary curves with n=409 or 571 would be cheaper than Pollard under dF4≤4.
semaev2015-weaker-assumption-007,B03,semaev-2015,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"A weaker Assumption 2, requiring dF4=o(sqrt(n/ln n)), is sufficient for the same asymptotic bound, although the paper states that its concrete FIPS estimates may then change."
f4-benchmark-methodology-012,B04,faugere-f4-1999,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The F4 evaluation emphasizes careful benchmark methodology, including comparison with state-of-the-art programs and with a Buchberger implementation written by the same author."
f5-no-worst-case-improvement-003,B04,faugere-f5-2002,,informal_only,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"F5 does not improve the theoretical worst-case complexity of Groebner-basis computation, although the paper reports substantial empirical speedups on several benchmarks."
f5-practical-zero-pairs-011,B04,faugere-f5-2002,,informal_only,plain,(unassigned),small-benchmark-extrapolation,,"The reported benchmark table finds no reductions to zero for many practical examples, but also records exceptions and shows that reformulating a system can change this behavior."
galbraith-diem-scope-004,B04,galbraith-mpkc-2012,,informal_only,plain,Mathlib.AlgebraicGeometry.EllipticCurve,fixed-extension-degree,secp256k1 is defined over F_p for the specified prime p with curve y^2 = x^3 + 7.,Diem gives a non-heuristic subexponential result when the extension degree grows in a specified range proportional to the square root of log(q); this theorem does not cover a fixed prime-field curve such as secp256k1.
galbraith-gaudry-total-complexity-003,B04,galbraith-mpkc-2012,,informal_only,plain,(complexity: needs explicit cost model),zero-dimensionality;smoothness-heuristic;fixed-extension-degree,,"The heuristic total running time of Gaudry-style index calculus includes polynomial-system solving, relation probability, the number of required relations, and relation-matrix linear algebra; for fixed extension degree n it is expressed in powers of q, but it is exponential in n and log(q) jointly."
galbraith-multivariate-independence-005,B04,galbraith-mpkc-2012,,informal_only,plain,(not in Mathlib: lattice reduction),algebraic-independence;algebraic-independence,,The multivariate Coppersmith approach is heuristic in general because it is difficult to guarantee that the auxiliary polynomials produced by lattice reduction are algebraically independent.
cheon-pairing-curve-example-009,B05,cheon-2006,,informal_only,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The broadcast-encryption example reports concrete reductions for a 151-bit pairing-friendly subgroup when many published powers are available, from a rho estimate near 2^76 operations to lower auxiliary-input costs for large user counts."
cheon-parameter-divisor-survey-010,B05,cheon-2006,,informal_only,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The paper surveys several curve subgroup orders and finds exploitable divisors of p-1 or p+1 for its auxiliary-input setting, including NIST, pairing-friendly, and library examples."
ghs-genus4-experiment-010,B05,ghs-2002,,informal_only,plain,(unassigned),,,"For the genus-4 example over q=2^21, relation collection took about two calendar weeks on distributed idle machines, estimated 31 weeks on one Pentium II 450 MHz, and linear algebra took 64.4 hours."
ghs-genus4-vs-rho-experiment-011,B05,ghs-2002,,informal_only,plain,(unassigned),,,The paper estimates 44 weeks for an equivalently sized 84-bit elliptic-curve rho computation on the same machine and concludes that the tested genus-4 system crosses below rho at a practical field size.
ghs-kernel-assumption-heuristic-004,B05,ghs-2002,,informal_only,plain,(unassigned),,,The paper labels the nonvanishing large-prime image condition as a conjectural expectation for cryptographically interesting cases rather than a proved universal fact.
ghs-pollard-comparison-003,B05,ghs-2002,,informal_only,plain,(unassigned),,,"The paper compares its O(q^(2+epsilon)) estimate with Pollard rho O(q^(n/2)) for the special family, so the claimed asymptotic gain exists only for fixed extension degree in the specified regime."
mov-supersingular-subexponential-005,B05,mov-1993,,informal_only,plain,(complexity: needs explicit cost model),,,"For the supersingular cases covered, combining the reduction with then-known finite-field algorithms yields a probabilistic subexponential-time ECDLP algorithm under the stated field conditions."
mov-target-dlp-dominates-008,B05,mov-1993,,informal_only,plain,(unassigned),,,"For the modified practical algorithm, the paper identifies the final finite-field discrete logarithm as the dominant step and gives L[1/2,q^k] or L[1/3,q^k] style costs for the stated field cases."
smart-worked-example-005,B05,smart-1999,,informal_only,plain,(unassigned),,,The worked example on a curve over F_43 with 43 points recovers the discrete logarithm m=10 using the lifted p-adic computation.
cheng-huang-conjecture1-rank-one-frequency-002,B06,cheng-huang-partial-lifting-2004,rank_distribution_assumption,informal_only,plain,(unassigned),,,The reductions assume that a random rational curve in the specified family passing through a natural lift has rank one with probability bounded below by a positive constant.
cheng-huang-height-decision-reduction-004,B06,cheng-huang-partial-lifting-2004,complexity_reduction,informal_only,plain,(complexity: needs explicit cost model),,,"Assuming Conjecture 1, there is a randomized polynomial-time Turing reduction from ECDLP to the height decision problem."
cheng-huang-height-equivalence-open-011,B06,cheng-huang-partial-lifting-2004,open_problem,informal_only,plain,(complexity: needs explicit cost model),,,"The paper leaves open whether the height decision problem is polynomial-time equivalent to ECDLP, even though it proves the reduction from ECDLP to height decision under its conjecture."
cheng-huang-shifting-prime-reduction-007,B06,cheng-huang-partial-lifting-2004,complexity_reduction,informal_only,plain,(complexity: needs explicit cost model),,,"Assuming Conjecture 1, ECDLP admits a randomized polynomial-time Turing reduction to the shifting prime problem."
cheng-huang-slp-reduction-009,B06,cheng-huang-partial-lifting-2004,complexity_reduction,informal_only,plain,(complexity: needs explicit cost model),,,"Assuming Conjecture 1, ECDLP admits a randomized polynomial-time Turing reduction to the straight-line description problem."
hkt-bounded-height-random-points-obstruction-002,B06,huang-kueh-tan-2000,lifting_obstruction,informal_only,plain,(unassigned),,,The paper identifies the need to lift an asymptotically increasing number of random finite-field points to rational points of subexponentially bounded height as the fundamental obstruction for the analyzed index-calculus style.
hkt-index-calculus-success-probability-bound-006,B06,huang-kueh-tan-2000,success_probability_bound,informal_only,plain,(unassigned),,,"For the analyzed lift-first index-calculus architecture, the probability that a random tuple has the required bounded-height rational lift is bounded by the tuple-count estimate and decreases unless rank or height grows sufficiently."
hkt-lang-only-unproved-assumption-003,B06,huang-kueh-tan-2000,assumption_audit,informal_only,plain,(unassigned),,,The principal asymptotic bounds in the paper use Lang's conjectural lower bound for canonical heights as their stated unproved arithmetic assumption.
hkt-large-rank-construction-implication-011,B06,huang-kueh-tan-2000,hardness_implication,informal_only,plain,(unassigned),,,A method capable of lifting the required growing number of random points to rational points of subexponentially bounded height would imply a method for constructing rational elliptic curves of arbitrarily large rank.
hkt-rank-growth-necessary-007,B06,huang-kueh-tan-2000,necessary_scaling_condition,informal_only,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"To retain a subexponential success probability in the modeled lift-first method, the rank of the rational lift must grow at least on the order of a fractional power of log p, stated as approximately (log p)^(1/4) for the target complexity regime."
hkt-xedni-point-count-growth-010,B06,huang-kueh-tan-2000,necessary_scaling_condition,informal_only,plain,(complexity: needs explicit cost model),,,"For a xedni-style target subexponential running time, the number of lifted random points must itself grow at least on the stated fractional-power scale in log p."
jacobson-xedni-bsd-heuristic-status-005,B06,jacobson-xedni-analysis-2000,hidden_assumption,informal_only,plain,(unassigned),,,The motivation for using local point-count conditions to favor rational dependence relies on arithmetic-geometric heuristics connected to the Birch–Swinnerton-Dyer framework rather than on a proved efficiency theorem.
jacobson-xedni-discriminant-dependence-010,B06,jacobson-xedni-analysis-2000,scaling_observation,informal_only,plain,(unassigned),,,"In the reported experiments, the observed probability of dependence decreased as discriminant size increased and was sensitive to the ratio between actual and expected discriminant size."
lauter-stange-eds-association-product-reduction-011,B06,lauter-stange-2008,auxiliary_information_reduction,informal_only,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"Under the stated point-order and scaling conditions, knowledge of a suitable product of EDS terms associated with the unknown multiplier permits subexponential recovery of that multiplier using a finite-field discrete logarithm."
lauter-stange-subexponential-equivalence-002,B06,lauter-stange-2008,subexponential_equivalence,informal_only,plain,(unassigned),,,"Over finite fields of characteristic not two, the specified ECDLP and EDS problems are subexponentially equivalent, with periodicity conditions distinguishing the appropriate EDS variants."
glv-160bit-operation-model-012,B07,glv-2001,,informal_only,plain,Mathlib.AlgebraicGeometry.EllipticCurve.Isogeny (partial),,,"For the paper's 160-bit comparison, a traditional method is estimated at about 157 doublings and 34 additions, while the GLV route is estimated at about 79 doublings, 38 additions, and one endomorphism evaluation."
glv-claimed-speedup-002,B07,glv-2001,,informal_only,plain,(unassigned),,,"For the special class of curves considered, the paper estimates point multiplication to be roughly fifty percent faster than the best general methods under its operation-cost model."
glv-higher-power-lll-022,B07,glv-2001,,informal_only,plain,(unassigned),,,"The paper experimentally explores a three-component decomposition using 1, lambda, and lambda squared, with LLL producing vectors near n^(1/3) under stated trace-or-norm conditions and an estimated ratio around one half."
glv-runtime-ratio-estimates-013,B07,glv-2001,,informal_only,plain,(complexity: needs explicit cost model),,,"Under the stated operation model, the estimated GLV-to-traditional runtime ratio is about 0.66 at 160 bits and about 0.62 at 512 bits."
glv-second-vector-heuristic-016,B07,glv-2001,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,"The paper expects the second independent kernel vector chosen from neighboring Euclidean-algorithm outputs to be short, supports this experimentally, and states that no unrestricted proof is possible."
glv-simultaneous-multiplication-011,B07,glv-2001,,informal_only,plain,(unassigned),,,"After decomposition, k1*P+k2*phi(P) is evaluated with simultaneous multiple-scalar multiplication so the two approximately half-length scalars share doublings."
hgs-lattice-007,B08,howgrave-smart-2001,,informal_only,plain,(unassigned),,,The concrete success analysis contains heuristic assumptions about reduced-basis geometry.
minerva-004,B08,minerva-2020,,informal_only,oracle_leakage,(unassigned),leakage/oracle_model,,The proposed methods tolerate noisy nonce-bit estimates.
minerva-006,B08,minerva-2020,,informal_only,plain,(not in Mathlib: lattice reduction),,,The paper benchmarks multiple lattice formulations on real datasets.
minerva-014,B08,minerva-2020,,informal_only,oracle_leakage,(unassigned),leakage/oracle_model,,The work releases tooling and benchmark data for ECC leakage analysis.
luo-comparison-2124-010,B09,luo-et-al-2026,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,The 1333-qubit ECC-256 estimate is compared with a previous low-width estimate of 2124 logical qubits.
luo-ecc256-1333-qubits-009,B09,luo-et-al-2026,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,"For a 256-bit prime-field curve, the concrete logical-qubit estimate is 1333."
luo-full-qubits-007,B09,luo-et-al-2026,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,The full ECDLP algorithm is estimated to use 5n + 4 floor(log2 n) + O(1) logical qubits.
luo-full-toffoli-008,B09,luo-et-al-2026,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,"The complete circuit is estimated at 976 n^3 + O(n^3/log2 n) Toffoli gates, preserving cubic asymptotic scaling."
luo-modinv-toffoli-006,B09,luo-et-al-2026,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,One modular inversion is estimated at about 204 n^2 log2(n) + O(n^2) Toffoli gates.
pz-160bit-about-1000-qubits-015,B09,proos-zalka-2003,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,A 160-bit elliptic-curve key is estimated to require about one thousand logical qubits in the proposed architecture.
pz-qubits-roughly-6n-014,B09,proos-zalka-2003,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,The paper estimates total quantum space at roughly 6n qubits for an n-bit prime-field elliptic curve.
pz-total-runtime-cubic-013,B09,proos-zalka-2003,,informal_only,quantum,(unassigned),,,Combining O(n) controlled group shifts with quadratic-cost arithmetic yields an overall O(n^3) logical operation estimate.
rns-full-toffoli-bound-011,B09,roetteler-2017,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,The complete Shor ECDLP circuit is estimated at approximately 448 n^3 log2(n) + 4090 n^3 Toffoli gates.
rns-liquii-implementation-007,B09,roetteler-2017,,informal_only,quantum,(unassigned),,,The reversible arithmetic and point-addition networks were implemented in the LIQUi|i framework rather than estimated solely from symbolic formulas.
rns-p256-126e11-toffoli-014,B09,roetteler-2017,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,"For the NIST P-256 instance, the full algorithm is estimated at about 1.26 times 10^11 Toffoli gates."
rns-point-addition-toffoli-bound-010,B09,roetteler-2017,,informal_only,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,A controlled point addition is estimated at no more than approximately 224 n^2 log2(n) + 2045 n^2 Toffoli gates.
rns-precise-resource-estimates-001,B09,roetteler-2017,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,Roetteler et al. derive concrete logical-qubit and Toffoli-gate estimates for Shor ECDLP circuits over n-bit prime fields.
rns-sequential-2n-additions-012,B09,roetteler-2017,,informal_only,quantum,(complexity: needs explicit cost model),,,The full algorithm executes the controlled point-addition component approximately 2n times sequentially without increasing logical width.
sch-full-gate-1462-2p25-008,B09,schrottenloher-2026,,informal_only,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The gate-optimized full secp256k1 estimate is 1462 logical qubits and approximately 2^25.78 Toffoli-class gates.
sch-full-space-1208-2p26-007,B09,schrottenloher-2026,,informal_only,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,"After window overhead and full-algorithm composition, the space-optimized secp256k1 estimate is 1208 logical qubits and approximately 2^26.11 Toffoli-class gates."
sch-logical-empirical-boundary-016,B09,schrottenloher-2026,,informal_only,quantum,(not in Mathlib: quantum circuit cost model),,,The results are logical-circuit estimates with empirical random-input testing; they do not constitute a physical-qubit estimate or a formal proof of end-to-end fault-tolerant success.
sch-random-input-failure-bound-004,B09,schrottenloher-2026,,informal_only,quantum,(unassigned),,,The point-addition circuits are intentionally inexact and are empirically reported to have failure probability at most about 2^-13.3 on ten thousand random inputs.
sch-single-run-discrete-log-009,B09,schrottenloher-2026,,informal_only,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The full secp256k1 estimate assumes the discrete logarithm is recovered with one run of the standard Shor construction rather than a multi-run tradeoff used in some factoring designs.
sch-space-lower-frontier-015,B09,schrottenloher-2026,,informal_only,quantum,(unassigned),,,The paper describes a lower-width variant near 4.12n plus sublinear overhead but reports that further width reduction is expected to increase gate count.
sec2-endomorphism-class-004,B01,sec2-v2,,scope_meta,n/a,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"SEC 2 uses the term Koblitz-associated for certain prime-field curves possessing an efficiently computable endomorphism, and states that such parameter sets were selected until a prime-order curve was found."
sec2-special-prime-003,B01,sec2-v2,,scope_meta,n/a,(unassigned),,,The recommended prime-field curves in SEC 2 use special-form field primes to facilitate efficient implementation.
shoup-ec-representation-gap-006,B01,shoup-1997,,scope_meta,n/a,(unassigned),generic_group_model,"In the generic group model over a group of prime order p, any algorithm solving DLP with constant success probability performs Omega(sqrt(p)) group operations.",Shoup states that the then-known elliptic-curve discrete-log algorithms were generic and that a substantial improvement would need to exploit the particular representation of elliptic-curve group elements.
shoup-index-calculus-excluded-005,B01,shoup-1997,,scope_meta,n/a,(unassigned),generic_group_model,"In the generic group model over a group of prime order p, any algorithm solving DLP with constant success probability performs Omega(sqrt(p)) group operations.","Index-calculus methods for finite-field multiplicative groups are not generic, and Shoup explicitly states that his generic lower bounds have no bearing on them."
teske-generic-input-model-005,B01,teske-2001,,scope_meta,n/a,(unassigned),,,The analysis assumes only an efficient group operation and a unique binary representation permitting equality tests.
vow-cyclic-group-applicability-005,B01,van-oorschot-wiener-1999,,scope_meta,n/a,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,The construction is explicitly adapted to discrete logarithms in cyclic groups and includes elliptic-curve cryptosystems among its applications.
amadori-no-pollard-improvement-004,B02,amadori-pintore-sala-2018,,scope_meta,n/a,(complexity: needs explicit cost model),generic_group_model,,"The authors state explicitly that they do not prove the total complexity is below p^{1/2}, so they do not claim an improvement over generic Pollard rho."
diem2011-semaev-prime-gap-008,B02,diem-2011,,scope_meta,n/a,(unassigned),generic_group_model,,"Diem states that no efficient method is known for Semaev's high-degree small-coordinate equations over prime fields, so that original prime-field proposal does not currently beat generic algorithms."
diem2013-corrects-2011-008,B02,diem-2013,,scope_meta,n/a,(unassigned),,,"The appendix corrects two misprints in the 2011 paper, including a missing n! factor in a lower bound, while stating that the later bounds and the relevant propositions remain valid."
survey-unrolling-004,B02,galbraith-gaudry-2015,,scope_meta,n/a,Mathlib.RingTheory.MvPolynomial (partial),,,"Unrolling the resultant replaces a high-degree summation-polynomial equation by many low-degree equations with intermediate variables, trading degree reduction for a dramatic increase in variables."
mm2017-pollard-limit-007,B03,mcguire-mueller-2017,,scope_meta,n/a,(unassigned),,"For a cyclic group G of order n, the expected number of group operations for Pollard rho to find log_g(h) is Theta(sqrt(n)).",The authors explicitly conclude that all their random-factor-base prime-field algorithms are worse than square-root methods such as Pollard rho.
f4-sparse-singular-matrices-010,B04,faugere-f4-1999,,scope_meta,n/a,Mathlib.RingTheory.MvPolynomial (partial),,,"The main F4 reduction step must handle sparse, singular, and non-square matrices, so the relevant linear-algebra problem differs from solving a dense square system."
f4-symbolic-preprocessing-006,B04,faugere-f4-1999,,scope_meta,n/a,Mathlib.RingTheory.MvPolynomial (partial),,,F4 symbolic preprocessing expands selected critical pairs into a common monomial support and constructs a matrix whose row reduction performs many polynomial reductions simultaneously.
f4-truncated-batch-reduction-001,B04,faugere-f4-1999,,scope_meta,n/a,Mathlib.RingTheory.MvPolynomial (partial),,,F4 computes successive truncated Groebner bases and replaces one-at-a-time polynomial reduction with simultaneous reduction of several polynomials using symbolic preprocessing and sparse linear algebra.
f5-f4-style-implementation-007,B04,faugere-f5-2002,,scope_meta,n/a,Mathlib.RingTheory.MvPolynomial (partial),,,"Although the paper describes F5 in Buchberger-style polynomial language, it recommends implementing the reductions in an F4-style matrix framework for efficiency."
cheon-auxiliary-input-distinction-001,B05,cheon-2006,,scope_meta,n/a,(unassigned),,,"The problems analyzed disclose multiple secret-dependent group elements such as g^(alpha^i), which is strictly more input than a standard single-target DLP instance containing only g and g^alpha."
cheon-distinguished-point-memory-003,B05,cheon-2006,,scope_meta,n/a,(unassigned),,,"The p-1 algorithm can replace large tables with Pollard-lambda-style walks and distinguished points to reduce memory, at the cost and probability qualifications described by the paper."
cheon-oracle-generation-blind-signature-006,B05,cheon-2006,,scope_meta,n/a,(complexity: needs explicit cost model),,,The blind-signature analysis shows how repeated protocol queries can generate the auxiliary powers needed by the algorithm and reduce secret-key recovery complexity under the stated divisor conditions.
ghs-composite-binary-field-scope-001,B05,ghs-2002,,scope_meta,n/a,(unassigned),,,The paper targets elliptic curves over characteristic-2 extension fields of composite degree and explicitly warns that its evidence does not imply weakness of elliptic curves in general.
ghs-fixed-parameter-asymptotic-boundary-009,B05,ghs-2002,,scope_meta,n/a,(unassigned),,,"The paper stresses that its better-than-rho exponents hold as q tends to infinity with n and g fixed, and requires experiments for each fixed pair to locate the crossover."
ghs-hidden-constant-crossover-warning-005,B05,ghs-2002,,scope_meta,n/a,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The O(q^(2+epsilon)) notation hides dependence on n of order roughly 2^n n!, so the crossover with Pollard rho can lie beyond cryptographic parameter sizes."
